sc_status,income,purpose,activity,project_cost,loan_required,education_level,course,course_type,course_recognized,location,recommended_scheme
Yes,193406,Business,Grocery Shop,268810,266712,NA,NA,NA,NA,Urban,UNY
Yes,468611,Education,NA,2919606,2919606,Graduate,Nursing,Management,Yes,Urban,ELS
Yes,300022,Business,Poultry,91972,59724,NA,NA,NA,NA,Rural,AMY
Yes,50454,Business,Tailoring,115572,93930,NA,NA,NA,NA,Urban,MFS
Yes,364354,Business,Service Business,3872238,2130061,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,223483,Education,NA,3307925,761241,12th,Law,Management,Yes,Urban,ELS
Yes,364618,Education,NA,1678786,808499,Postgraduate,Medical,Management,Yes,Urban,ELS
Yes,433738,Business,Computer Centre,336806,163524,NA,NA,NA,NA,Rural,UNY
Yes,373383,Business,Small Manufacturing,4978557,768064,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,489664,Education,NA,3032420,1975722,Postgraduate,Medical,Management,Yes,Urban,ELS
Yes,487725,Business,Computer Centre,3071735,2269860,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,353006,Business,Food Business,109242,10973,NA,NA,NA,NA,Rural,MFS
Yes,393801,Business,Food Business,31715,16839,NA,NA,NA,NA,Rural,MFS
Yes,377950,Business,Fisheries,129973,37235,NA,NA,NA,NA,Urban,MFS
Yes,468983,Education,NA,4153315,2072571,12th,Medical,Medical,Yes,Urban,ELS
Yes,386846,Business,Small Manufacturing,91063,71405,NA,NA,NA,NA,Urban,AMY
Yes,94085,Education,NA,353295,353295,Graduate,MCA,Management,Yes,Urban,ELS
Yes,572523,Business,Tailoring,405118,216644,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,87464,Business,Food Business,233927,62606,NA,NA,NA,NA,Urban,UNY
Yes,194639,Business,Tailoring,60959,42850,NA,NA,NA,NA,Urban,MFS
Yes,618131,Business,Computer Centre,476904,60347,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,145838,Education,NA,3345466,301153,12th,Law,Professional,Yes,Rural,ELS
Yes,342459,Education,NA,1270396,1085584,Postgraduate,BTech,Professional,Yes,Urban,ELS
Yes,231073,Business,Transport,126233,122823,NA,NA,NA,NA,Rural,MFS
Yes,694193,Business,Transport,249899,57406,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,416966,Business,Repair Shop,435133,422036,NA,NA,NA,NA,Rural,UNY
Yes,75601,Business,Computer Centre,120997,114720,NA,NA,NA,NA,Urban,AMY
Yes,469042,Education,NA,644287,57831,Graduate,BCA,Management,Yes,Rural,ELS
Yes,135038,Business,Food Business,2999720,1264293,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,184177,Business,Fisheries,40384,10622,NA,NA,NA,NA,Rural,MFS
Yes,305664,Business,Service Business,752237,52127,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,236179,Business,Computer Centre,132276,47304,NA,NA,NA,NA,Urban,MFS
Yes,475521,Business,Transport,146330,55767,NA,NA,NA,NA,Rural,UNY
Yes,286119,Business,Fisheries,332266,178039,NA,NA,NA,NA,Rural,UNY
Yes,430644,Business,Transport,375419,98259,NA,NA,NA,NA,Urban,UNY
Yes,428784,Business,Food Business,114448,15535,NA,NA,NA,NA,Rural,MFS
Yes,197425,Education,NA,1764933,82861,12th,BTech,Professional,Yes,Rural,ELS
Yes,467600,Education,NA,3051472,3051472,Graduate,BTech,Management,Yes,Rural,ELS
Yes,164770,Business,Transport,82481,17339,NA,NA,NA,NA,Rural,AMY
Yes,242457,Business,Service Business,48141,27366,NA,NA,NA,NA,Rural,MFS
Yes,265347,Business,Tailoring,195413,48336,NA,NA,NA,NA,Rural,UNY
Yes,673728,Business,Food Business,307863,113914,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,166852,Business,Food Business,85134,37770,NA,NA,NA,NA,Urban,AMY
Yes,83098,Business,Fisheries,4172339,1662317,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,151288,Business,Repair Shop,1438034,1040237,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,339695,Business,Computer Centre,2815434,1442230,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,397729,Business,Poultry,441780,424400,NA,NA,NA,NA,Rural,UNY
Yes,123353,Business,Poultry,38372,12224,NA,NA,NA,NA,Rural,AMY
Yes,163994,Business,Computer Centre,1195906,517191,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,465447,Business,Poultry,282006,212888,NA,NA,NA,NA,Rural,UNY
Yes,299625,Business,Grocery Shop,75656,66087,NA,NA,NA,NA,Urban,AMY
Yes,389866,Education,NA,2261385,1992382,Postgraduate,MBA,Technical,Yes,Rural,ELS
Yes,422411,Business,Fisheries,7465441,5374165,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,763502,Business,Food Business,100831,60279,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,283885,Business,Small Manufacturing,117115,35757,NA,NA,NA,NA,Urban,AMY
Yes,82080,Education,NA,4032690,2973316,Graduate,Law,Medical,Yes,Urban,ELS
Yes,344286,Business,Tailoring,6933947,5005470,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,450251,Business,Transport,455866,375690,NA,NA,NA,NA,Urban,UNY
Yes,264698,Business,Food Business,4208127,3852756,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,257591,Business,Repair Shop,124801,12853,NA,NA,NA,NA,Rural,MFS
Yes,141972,Business,Poultry,7437049,5854882,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,223551,Business,Fisheries,467224,145291,NA,NA,NA,NA,Urban,UNY
Yes,568282,Business,Service Business,453899,220902,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,213020,Education,NA,3328482,174310,12th,Law,Medical,Yes,Rural,ELS
Yes,316819,Education,NA,579281,579281,Graduate,MCA,Professional,Yes,Urban,ELS
Yes,463376,Business,Service Business,1334007,1289167,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,57224,Education,NA,4010779,3315635,12th,Engineering,Medical,Yes,Rural,ELS
Yes,324967,Business,Fisheries,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,407465,Business,Computer Centre,304769,125585,NA,NA,NA,NA,Urban,UNY
Yes,188238,Business,Small Manufacturing,6866135,5493820,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,465745,Education,NA,902940,902940,12th,MCA,Technical,Yes,Urban,ELS
Yes,205264,Business,Tailoring,74231,54236,NA,NA,NA,NA,Urban,AMY
Yes,452075,Business,Computer Centre,121680,43586,NA,NA,NA,NA,Rural,MFS
Yes,330365,Business,Small Manufacturing,65582,46260,NA,NA,NA,NA,Rural,AMY
Yes,351841,Business,Transport,309396,219623,NA,NA,NA,NA,Urban,UNY
Yes,179364,Education,NA,714478,714478,Graduate,MBA,Professional,Yes,Rural,ELS
Yes,496203,Business,Fisheries,3765668,1749484,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,58488,Business,Repair Shop,78530,57683,NA,NA,NA,NA,Urban,AMY
Yes,190943,Education,NA,2250758,2250758,12th,MBA,Medical,Yes,Urban,ELS
Yes,452018,Education,NA,451991,844970,Postgraduate,Pharmacy,Technical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,346303,Business,Food Business,6545136,5278891,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
No,242013,Business,Fisheries,477110,114965,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,188675,Business,Transport,254853,39517,NA,NA,NA,NA,Urban,UNY
Yes,492192,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,462852,Business,Small Manufacturing,2326718,219975,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,241452,Business,Tailoring,331875,289224,NA,NA,NA,NA,Rural,UNY
Yes,144275,Business,Tailoring,80905,45446,NA,NA,NA,NA,Urban,MFS
Yes,358605,Business,Tailoring,60413,16028,NA,NA,NA,NA,Rural,AMY
Yes,489767,Business,Small Manufacturing,57111,46186,NA,NA,NA,NA,Rural,AMY
Yes,271739,Business,Poultry,397856,80893,NA,NA,NA,NA,Rural,UNY
Yes,161787,Business,Grocery Shop,302978,68328,NA,NA,NA,NA,Rural,UNY
Yes,383522,Business,Fisheries,108584,66300,NA,NA,NA,NA,Rural,AMY
Yes,63074,Business,Small Manufacturing,3329198,1293132,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,94460,Business,Grocery Shop,3881239,1677744,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,495106,Business,Food Business,6793030,5721886,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,133844,Education,NA,1104536,1104536,Postgraduate,Law,Technical,Yes,Rural,ELS
Yes,71940,Business,Tailoring,3364932,755264,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,386770,Business,Grocery Shop,46426,30776,NA,NA,NA,NA,Urban,MFS
Yes,71471,Business,Transport,1388196,127065,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,354342,Business,Poultry,103342,15390,NA,NA,NA,NA,Urban,MFS
Yes,479785,Business,Computer Centre,6638415,6527053,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,362639,Business,Small Manufacturing,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,331264,Business,Poultry,2636429,338599,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,389374,Business,Computer Centre,133445,92691,NA,NA,NA,NA,Rural,MFS
Yes,391999,Education,NA,3576272,3576272,12th,Medical,Technical,Yes,Rural,ELS
Yes,400711,Business,Tailoring,4427600,4134084,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,61028,Business,Service Business,38392,21078,NA,NA,NA,NA,Rural,MFS
Yes,433326,Business,Poultry,3870476,2755777,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,448865,Business,Computer Centre,123107,25126,NA,NA,NA,NA,Urban,MFS
Yes,450761,Business,Transport,72583,59223,NA,NA,NA,NA,Urban,AMY
Yes,330119,Business,Food Business,7835529,6266537,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,235915,Education,NA,3245524,204392,Postgraduate,Nursing,Medical,Yes,Rural,ELS
Yes,131937,Education,NA,4289198,2644070,12th,Nursing,Management,Yes,Urban,ELS
Yes,118461,Education,NA,3745374,1949730,12th,MCA,Technical,Yes,Urban,ELS
Yes,161942,Business,Transport,114410,50225,NA,NA,NA,NA,Rural,AMY
Yes,307697,Business,Transport,56886,54126,NA,NA,NA,NA,Urban,AMY
Yes,103712,Business,Repair Shop,210423,158460,NA,NA,NA,NA,Urban,UNY
Yes,239691,Business,Repair Shop,2361567,1324784,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,352612,Business,Poultry,218232,193535,NA,NA,NA,NA,Urban,UNY
Yes,422826,Business,Tailoring,46143,34024,NA,NA,NA,NA,Urban,MFS
Yes,433963,Education,NA,2835254,438313,Graduate,BCA,Professional,Yes,Urban,ELS
Yes,366889,Education,NA,4484583,3774586,Graduate,BTech,Technical,Yes,Rural,ELS
Yes,476729,Business,Service Business,4342726,3320978,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,325026,Education,NA,995938,995938,12th,Engineering,Technical,Yes,Urban,ELS
Yes,292283,Business,Service Business,52923,46425,NA,NA,NA,NA,Rural,MFS
Yes,110579,Business,Service Business,2468971,67915,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,450211,Business,Food Business,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,54467,Business,Small Manufacturing,6363087,5802471,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,437484,Business,Computer Centre,2765154,599376,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,476315,Business,Service Business,69688,50533,NA,NA,NA,NA,Urban,MFS
Yes,334908,Business,Food Business,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,488708,Business,Small Manufacturing,4090094,543807,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,201424,Education,NA,4110184,2740834,12th,MBA,Management,Yes,Rural,ELS
No,227809,Business,Transport,224497,20212,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,404889,Business,Small Manufacturing,7230966,5299741,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,311562,Business,Transport,114840,48680,NA,NA,NA,NA,Urban,MFS
Yes,76300,Education,NA,3953955,712369,Postgraduate,BTech,Professional,Yes,Urban,ELS
Yes,284320,Business,Grocery Shop,131547,106537,NA,NA,NA,NA,Urban,MFS
Yes,428222,Business,Food Business,39287,17710,NA,NA,NA,NA,Urban,MFS
Yes,309914,Business,Small Manufacturing,209393,147612,NA,NA,NA,NA,Urban,UNY
Yes,261629,Business,Service Business,441699,115102,NA,NA,NA,NA,Rural,UNY
Yes,288526,Business,Service Business,87008,15167,NA,NA,NA,NA,Urban,AMY
Yes,412698,Business,Service Business,4679205,682305,NA,NA,NA,NA,Urban,TERM_LOAN
No,103174,Business,Fisheries,350931,79190,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,307265,Business,Repair Shop,439834,42054,NA,NA,NA,NA,Rural,UNY
Yes,365486,Business,Computer Centre,120888,64256,NA,NA,NA,NA,Rural,AMY
Yes,327787,Education,NA,2770073,2309774,12th,Medical,Professional,Yes,Rural,ELS
Yes,236461,Education,NA,2530935,1531395,Postgraduate,Pharmacy,Professional,Yes,Urban,ELS
Yes,324953,Business,Grocery Shop,175403,117424,NA,NA,NA,NA,Urban,UNY
Yes,469615,Business,Service Business,316517,272787,NA,NA,NA,NA,Rural,UNY
Yes,115262,Business,Transport,83580,15089,NA,NA,NA,NA,Rural,AMY
Yes,249459,Education,NA,1507031,525029,Postgraduate,BCA,Professional,Yes,Rural,ELS
Yes,458390,Business,Repair Shop,930607,153139,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,122611,Business,Computer Centre,2343027,291495,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,182935,Education,NA,4227063,1986597,Graduate,BCA,Professional,Yes,Urban,ELS
Yes,263632,Business,Grocery Shop,141611,70178,NA,NA,NA,NA,Rural,UNY
Yes,364840,Education,NA,2846327,3912213,Graduate,BCA,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,164046,Business,Computer Centre,133381,11368,NA,NA,NA,NA,Urban,AMY
Yes,132529,Business,Transport,269926,232785,NA,NA,NA,NA,Rural,UNY
Yes,462278,Education,NA,3685121,430865,Graduate,BCA,Professional,Yes,Urban,ELS
Yes,244401,Business,Poultry,91863,49795,NA,NA,NA,NA,Urban,AMY
Yes,371491,Education,NA,3938866,2124232,Graduate,Law,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,262483,Education,NA,2064049,1399099,Graduate,BTech,Management,Yes,Rural,ELS
No,465134,Business,Grocery Shop,111710,214024,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,437441,Education,NA,2359417,2359417,12th,MCA,Professional,Yes,Urban,ELS
Yes,323789,Business,Service Business,462935,124669,NA,NA,NA,NA,Rural,UNY
Yes,256594,Business,Fisheries,102067,100018,NA,NA,NA,NA,Urban,AMY
Yes,319886,Business,Food Business,349620,316492,NA,NA,NA,NA,Urban,UNY
Yes,123694,Business,Fisheries,124926,120460,NA,NA,NA,NA,Rural,MFS
Yes,385527,Education,NA,2785834,2785834,Postgraduate,MBA,Technical,Yes,Urban,ELS
No,287700,Business,Fisheries,63038,380099,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,240218,Education,NA,1410608,1410608,12th,Medical,Management,Yes,Rural,ELS
Yes,111771,Business,Repair Shop,101549,67653,NA,NA,NA,NA,Urban,AMY
Yes,311300,Business,Grocery Shop,129872,76308,NA,NA,NA,NA,Rural,MFS
Yes,692355,Business,Fisheries,461703,146995,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,477896,Business,Repair Shop,71409,19483,NA,NA,NA,NA,Rural,AMY
Yes,332775,Education,NA,2741549,1603421,Graduate,Pharmacy,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,318427,Business,Grocery Shop,429683,386894,NA,NA,NA,NA,Urban,UNY
Yes,228457,Business,Poultry,498487,396652,NA,NA,NA,NA,Rural,UNY
Yes,413691,Business,Grocery Shop,164306,161141,NA,NA,NA,NA,Rural,UNY
Yes,212410,Business,Poultry,1068614,880174,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,83904,Education,NA,3395640,3395640,12th,BTech,Professional,Yes,Urban,ELS
Yes,83095,Business,Tailoring,104098,72065,NA,NA,NA,NA,Urban,AMY
No,472935,Business,Repair Shop,302404,40654,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,57633,Business,Computer Centre,85270,13662,NA,NA,NA,NA,Rural,AMY
Yes,53839,Business,Repair Shop,382130,95228,NA,NA,NA,NA,Urban,UNY
Yes,426490,Education,NA,469035,469035,Postgraduate,BCA,Technical,Yes,Rural,ELS
Yes,242967,Education,NA,2403299,1483302,Graduate,Medical,Management,Yes,Rural,ELS
Yes,444526,Business,Repair Shop,7942880,5704665,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,390116,Business,Computer Centre,91112,79946,NA,NA,NA,NA,Urban,MFS
Yes,233007,Education,NA,4181929,3261314,12th,BTech,Technical,Yes,Urban,ELS
Yes,257230,Business,Poultry,210755,80911,NA,NA,NA,NA,Rural,UNY
Yes,380196,Business,Transport,56728,48119,NA,NA,NA,NA,Rural,AMY
Yes,136392,Education,NA,2828501,2828501,Graduate,MCA,Medical,Yes,Rural,ELS
No,437810,Business,Service Business,274664,373502,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,535795,Business,Service Business,64982,52786,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,427819,Business,Service Business,52439,50925,NA,NA,NA,NA,Urban,MFS
Yes,240220,Business,Tailoring,54149,10440,NA,NA,NA,NA,Rural,AMY
Yes,617923,Business,Transport,379479,261784,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,275049,Education,NA,1593016,1593016,Graduate,BCA,Medical,Yes,Rural,ELS
Yes,427776,Business,Repair Shop,447667,398348,NA,NA,NA,NA,Urban,UNY
Yes,462933,Business,Service Business,330689,191370,NA,NA,NA,NA,Urban,UNY
Yes,106809,Business,Poultry,231816,74905,NA,NA,NA,NA,Rural,UNY
Yes,791620,Business,Fisheries,100553,228573,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,296245,Business,Repair Shop,357953,63811,NA,NA,NA,NA,Urban,UNY
Yes,431063,Business,Poultry,490299,450190,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,479417,Business,Transport,116283,80642,NA,NA,NA,NA,Rural,MFS
Yes,480318,Business,Small Manufacturing,409349,219902,NA,NA,NA,NA,Urban,UNY
Yes,148541,Business,Grocery Shop,132238,62455,NA,NA,NA,NA,Urban,AMY
Yes,200690,Business,Small Manufacturing,124541,98862,NA,NA,NA,NA,Urban,AMY
Yes,179346,Education,NA,2464533,2464533,Postgraduate,MBA,Technical,Yes,Rural,ELS
Yes,364307,Business,Tailoring,311785,220238,NA,NA,NA,NA,Urban,UNY
Yes,171390,Business,Fisheries,72422,59801,NA,NA,NA,NA,Rural,AMY
Yes,94907,Business,Food Business,104364,20322,NA,NA,NA,NA,Rural,MFS
Yes,476594,Business,Transport,499219,88060,NA,NA,NA,NA,Urban,UNY
Yes,288521,Business,Poultry,90608,42216,NA,NA,NA,NA,Rural,AMY
Yes,180200,Business,Repair Shop,85450,10011,NA,NA,NA,NA,Rural,AMY
Yes,438649,Education,NA,3706887,943348,Graduate,Engineering,Medical,Yes,Rural,ELS
Yes,129833,Business,Fisheries,349750,240542,NA,NA,NA,NA,Rural,UNY
Yes,344572,Business,Poultry,397184,87913,NA,NA,NA,NA,Urban,UNY
Yes,222203,Business,Grocery Shop,106832,50683,NA,NA,NA,NA,Urban,AMY
Yes,209670,Education,NA,3044769,3739905,12th,BTech,Medical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,230049,Business,Fisheries,2754326,929619,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,158132,Business,Service Business,222699,32918,NA,NA,NA,NA,Rural,UNY
Yes,135808,Business,Transport,3393398,1531005,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,202338,Business,Tailoring,1105961,1054816,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,345399,Business,Grocery Shop,239046,124680,NA,NA,NA,NA,Urban,UNY
Yes,355004,Business,Small Manufacturing,56799,40322,NA,NA,NA,NA,Rural,AMY
Yes,184625,Business,Service Business,225788,118563,NA,NA,NA,NA,Rural,UNY
Yes,460681,Business,Food Business,491445,249277,NA,NA,NA,NA,Urban,UNY
Yes,436645,Business,Fisheries,111980,25456,NA,NA,NA,NA,Urban,MFS
Yes,751882,Business,Small Manufacturing,94604,198980,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,454693,Business,Service Business,4164721,3037466,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,167895,Business,Repair Shop,103149,49124,NA,NA,NA,NA,Urban,MFS
Yes,154389,Education,NA,2924090,3316293,12th,Engineering,Medical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,233173,Business,Repair Shop,7027753,5892991,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,393841,Education,NA,504105,630836,Postgraduate,Medical,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,208715,Business,Grocery Shop,339304,32703,NA,NA,NA,NA,Rural,UNY
Yes,216902,Business,Grocery Shop,414408,69649,NA,NA,NA,NA,Urban,UNY
Yes,51148,Education,NA,1891881,759602,12th,BTech,Professional,Yes,Urban,ELS
Yes,73224,Business,Service Business,114803,90304,NA,NA,NA,NA,Urban,MFS
Yes,244735,Business,Computer Centre,250854,165386,NA,NA,NA,NA,Rural,UNY
Yes,362546,Education,NA,2183054,2073867,Graduate,BCA,Management,Yes,Rural,ELS
Yes,148818,Business,Service Business,39094,15648,NA,NA,NA,NA,Urban,AMY
Yes,254859,Business,Poultry,453963,172587,NA,NA,NA,NA,Rural,UNY
Yes,395817,Business,Computer Centre,30621,17877,NA,NA,NA,NA,Rural,AMY
Yes,264565,Business,Poultry,120271,76252,NA,NA,NA,NA,Rural,AMY
Yes,471838,Business,Repair Shop,62921,55614,NA,NA,NA,NA,Rural,AMY
Yes,212297,Education,NA,2359609,3219983,Graduate,Law,Technical,No,Rural,NO_ELIGIBLE_SCHEME
No,248579,Business,Service Business,482184,184047,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,247136,Business,Transport,62535,61819,NA,NA,NA,NA,Rural,AMY
Yes,250070,Business,Transport,3346387,3032674,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,253728,Business,Poultry,1133567,304667,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,230227,Business,Transport,102544,79588,NA,NA,NA,NA,Urban,MFS
Yes,271122,Business,Tailoring,132733,87283,NA,NA,NA,NA,Urban,MFS
Yes,72800,Education,NA,3252023,1943421,Postgraduate,Engineering,Management,Yes,Rural,ELS
Yes,429442,Business,Transport,871118,360087,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,487926,Education,NA,3901431,2974534,Postgraduate,MBA,Professional,Yes,Urban,ELS
Yes,181563,Education,NA,3981350,3136322,Graduate,BCA,Medical,Yes,Urban,ELS
Yes,347701,Business,Fisheries,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,296674,Business,Grocery Shop,53491,19853,NA,NA,NA,NA,Rural,AMY
Yes,345973,Business,Grocery Shop,193230,159187,NA,NA,NA,NA,Urban,UNY
Yes,357552,Business,Poultry,32872,14840,NA,NA,NA,NA,Rural,MFS
Yes,428364,Business,Fisheries,70824,20758,NA,NA,NA,NA,Rural,AMY
Yes,435326,Education,NA,1163031,1163031,Postgraduate,Law,Technical,Yes,Urban,ELS
Yes,180482,Business,Service Business,490789,216755,NA,NA,NA,NA,Rural,UNY
Yes,90835,Business,Service Business,65554,64132,NA,NA,NA,NA,Urban,MFS
No,452036,Business,Food Business,278303,250102,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,253630,Business,Grocery Shop,296339,101122,NA,NA,NA,NA,Rural,UNY
Yes,442531,Education,NA,3338144,2265966,12th,Nursing,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,752121,Business,Transport,459151,106210,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,468527,Education,NA,1313335,1239744,Graduate,BTech,Medical,Yes,Rural,ELS
Yes,446784,Education,NA,3669980,3793355,Postgraduate,MBA,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,159592,Education,NA,1957329,1957329,12th,BTech,Medical,Yes,Urban,ELS
Yes,118094,Education,NA,2539151,2539151,Graduate,Engineering,Management,Yes,Rural,ELS
Yes,275605,Business,Fisheries,167586,119714,NA,NA,NA,NA,Rural,UNY
Yes,306468,Business,Service Business,135476,123247,NA,NA,NA,NA,Urban,AMY
Yes,411757,Education,NA,395561,395561,Postgraduate,Pharmacy,Management,Yes,Urban,ELS
Yes,401086,Business,Repair Shop,98783,38063,NA,NA,NA,NA,Rural,AMY
Yes,78609,Business,Fisheries,68737,52347,NA,NA,NA,NA,Urban,MFS
Yes,147700,Education,NA,888740,888740,Graduate,Nursing,Management,Yes,Rural,ELS
Yes,139721,Business,Grocery Shop,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,241791,Business,Small Manufacturing,923571,161886,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,385919,Education,NA,2935422,925417,12th,Engineering,Medical,Yes,Urban,ELS
Yes,442134,Business,Fisheries,4976761,2894441,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,406660,Business,Food Business,280016,246286,NA,NA,NA,NA,Rural,UNY
Yes,446045,Business,Grocery Shop,78330,20031,NA,NA,NA,NA,Urban,AMY
Yes,266938,Business,Poultry,131612,106003,NA,NA,NA,NA,Rural,AMY
Yes,367137,Education,NA,233320,233320,12th,BTech,Professional,Yes,Rural,ELS
Yes,194587,Business,Grocery Shop,348048,282832,NA,NA,NA,NA,Rural,UNY
Yes,132523,Business,Food Business,3240243,1637455,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,411912,Business,Transport,120526,98316,NA,NA,NA,NA,Urban,MFS
Yes,472056,Business,Fisheries,2592449,2326890,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,387110,Business,Fisheries,4975649,2057893,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,272570,Education,NA,1759835,712450,Graduate,Pharmacy,Management,Yes,Rural,ELS
Yes,270235,Education,NA,1000621,1000621,Graduate,Nursing,Professional,Yes,Rural,ELS
Yes,231691,Business,Poultry,2274104,750441,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,438697,Business,Poultry,437648,419772,NA,NA,NA,NA,Rural,UNY
Yes,285142,Business,Poultry,136740,37165,NA,NA,NA,NA,Rural,AMY
Yes,229634,Education,NA,4276555,1344456,12th,BTech,Medical,Yes,Rural,ELS
Yes,481753,Business,Computer Centre,72432,53520,NA,NA,NA,NA,Rural,AMY
Yes,57275,Education,NA,1082997,3317703,Graduate,Medical,Professional,No,Urban,NO_ELIGIBLE_SCHEME
